repo,stars,created_at,loc_full,files_scanned,loc_scanned,sig_cov,ret_cov,var_cov,fully_annotated_ratio,any_count_total
yeyun111/dlcv_for_beginners,1474,2016-12-22,3120,64,3120,0.0,0.0,0.0,0.0,0
bootphon/phonemizer,1472,2016-04-20,2471,23,2471,0.8304,0.3636,0.0548,0.3333,1
hardbyte/python-can,1468,2016-09-24,22028,91,22028,0.6632,0.6292,0.0547,0.6058,75
aio-libs/yarl,1461,2016-08-02,2598,18,2598,1.0,1.0,0.173,1.0,8
wntrblm/nox,1460,2016-02-24,4899,23,4899,1.0,0.9888,0.0959,0.9888,76
OWASP/QRLJacking,1459,2016-07-11,1244,14,1244,0.0,0.0,0.0,0.0,0
EvilCult/Video-Downloader,1446,2016-01-13,1222,16,1222,0.0,0.0,0.0,0.0,0
gwen001/github-search,1444,2016-09-06,2423,19,2423,0.0,0.0,0.0,0.0,0
jealous/stockstats,1424,2016-06-05,2608,3,2608,0.5,0.0813,0.0013,0.0781,0
mosquito/aio-pika,1417,2016-09-28,4608,21,4608,1.0,0.9252,0.657,0.9252,109
quantopian/empyrical,1416,2016-03-18,4119,10,4119,0.0,0.0,0.0,0.0,0
wepe/O2O-Coupon-Usage-Forecast,1409,2016-12-26,2131,13,2131,0.0,0.0,0.0,0.0,0
MaxHalford/prince,1405,2016-10-22,1546,11,1546,0.0667,0.0213,0.0121,0.0213,0
chrischoy/3D-R2N2,1398,2016-08-06,2807,22,2807,0.0,0.0,0.0,0.0,0
DragonComputer/Dragonfire,1398,2016-04-19,4712,34,4712,0.0,0.0,0.0,0.0,0
aio-libs/aiocache,1367,2016-09-30,1572,13,1572,0.0775,0.0802,0.0519,0.0741,8
swapagarwal/JARVIS-on-Messenger,1361,2016-04-17,1253,38,1253,0.0,0.0,0.0,0.0,0
rockingdingo/deepnlp,1358,2016-10-27,4781,35,4781,0.0,0.0,0.0,0.0,0
Image-Py/imagepy,1336,2016-12-29,21709,397,21709,0.0,0.0,0.0,0.0,0
trailbehind/DeepOSM,1329,2016-02-14,1502,28,1502,0.0,0.0,0.0,0.0,0
stampery/mongoaudit,1326,2016-11-24,1382,18,1382,0.0,0.0,0.0,0.0,0
maralla/completor.vim,1322,2016-09-14,2717,28,2717,0.0,0.0,0.0,0.0,0
dirkjanm/ldapdomaindump,1320,2016-05-24,1006,6,1006,0.0,0.0,0.0,0.0,0
vrnetlab/vrnetlab,1319,2016-07-07,3451,23,3451,0.02,0.0138,0.0,0.0092,0
CSTR-Edinburgh/merlin,1319,2016-08-10,23071,111,23071,0.0,0.0,0.0,0.0,0
ofek/bit,1310,2016-11-12,4160,19,4160,0.0,0.0,0.0,0.0,0
nok/sklearn-porter,1305,2016-06-22,3914,39,3914,0.9174,0.375,0.0,0.3365,0
maqp/tfc,1285,2016-01-27,20732,55,20732,1.0,1.0,0.0,1.0,35
natasha/natasha,1285,2016-08-03,3819,25,3819,0.0,0.0,0.0,0.0,0
tobi-wan-kenobi/bumblebee-status,1270,2016-10-30,13139,161,13139,0.0022,0.0033,0.0,0.0033,0
chaoming0625/SentimentPolarityAnalysis,1260,2016-05-31,1108,5,1108,0.0,0.0,0.0,0.0,0
handcraftsman/GeneticAlgorithmsWithPython,1248,2016-11-10,8356,63,8356,0.0,0.0,0.0,0.0,0
kristovatlas/osx-config-check,1247,2016-04-21,1248,7,1248,0.0,0.0,0.0,0.0,0
atpaino/deep-text-corrector,1238,2016-11-07,1853,8,1853,0.0,0.0,0.0,0.0,0
sebp/scikit-survival,1234,2016-12-26,10079,40,10079,0.0,0.0,0.0015,0.0,0
ecederstrand/exchangelib,1234,2016-03-07,17235,92,17235,0.0048,0.0008,0.0,0.0008,1
dongweiming/web_develop,1232,2016-05-26,7901,243,7901,0.0,0.0,0.0,0.0,0
m4n3dw0lf/pythem,1231,2016-04-18,3842,21,3842,0.0,0.0,0.0,0.0,0
eliasgranderubio/dagda,1211,2016-11-15,2971,50,2971,0.0,0.0,0.0,0.0,0
tp4a/teleport,1210,2016-12-01,341304,1411,341304,0.1036,0.1019,0.0,0.101,518
rdiff-backup/rdiff-backup,1209,2016-02-12,29092,133,29092,0.0666,0.0545,0.0377,0.0534,16
bambinos/bambi,1207,2016-05-16,7838,46,7838,0.2496,0.1209,0.0312,0.0705,0
dagrz/aws_pwn,1207,2016-10-18,1086,18,1086,0.0,0.0,0.0,0.0,0
aws-ia/taskcat,1205,2016-11-15,6837,60,6837,0.4292,0.1531,0.2085,0.1358,13
platomav/MEAnalyzer,1202,2016-08-21,10257,1,10257,0.0,0.0,0.0,0.0,0
automl/SMAC3,1201,2016-08-17,11433,117,11433,1.0,0.9414,0.1185,0.9414,89
HyperGAN/HyperGAN,1185,2016-06-24,15120,204,15120,0.0,0.0,0.0,0.0,0
ResidentMario/geoplot,1181,2016-06-29,2119,7,2119,0.0,0.0,0.0,0.0,0
danielcardeenas/whatsapp-framework,1181,2016-11-18,29995,717,29995,0.0,0.0,0.0,0.0,0
google/budou,1180,2016-09-05,1339,15,1339,0.0,0.0,0.0,0.0,0
zerodha/pykiteconnect,1179,2016-01-27,1547,6,1547,0.0,0.0,0.0,0.0,0
ChestnutHeng/Wudao-dict,1177,2016-07-04,2269,26,2269,0.0,0.0,0.0,0.0,0
jaanli/variational-autoencoder,1174,2016-08-15,1032,6,1032,0.3446,0.1538,0.0032,0.1538,0
nixawk/labs,1173,2016-12-15,2192,23,2192,0.0,0.0,0.0,0.0,0
glample/tagger,1171,2016-03-10,1382,7,1382,0.0,0.0,0.0,0.0,0
corpnewt/MountEFI,1164,2016-08-28,1795,7,1795,0.0,0.0,0.0,0.0,0
boxed/mutmut,1156,2016-11-13,1897,13,1897,0.4337,0.2473,0.1808,0.2258,0
NationalSecurityAgency/lemongraph,1152,2016-07-25,5343,25,5343,0.0,0.0,0.0,0.0,0
pytroll/satpy,1148,2016-02-09,49438,255,49438,0.0883,0.0668,0.0035,0.059,49
inkstitch/inkstitch,1148,2016-01-06,28590,238,28590,0.1373,0.089,0.0128,0.0768,13
Shikhargupta/Spiking-Neural-Network,1147,2016-09-11,1583,40,1583,0.0,0.0,0.0,0.0,0
dowsnature/dowsDNS,1145,2016-12-30,4116,19,4116,0.0,0.0,0.0,0.0,0
polychromatic/polychromatic,1143,2016-05-15,10198,29,10198,0.0222,0.0028,0.0107,0.0014,0
Cloud-CV/Fabrik,1132,2016-05-28,5054,59,5054,0.0,0.0,0.0,0.0,0
sinall/StrategyEase-Python-SDK,1121,2016-11-16,2364,35,2364,0.0,0.0,0.0,0.0,0
da03/Attention-OCR,1119,2016-06-09,1818,12,1818,0.0,0.0,0.0,0.0,0
nccgroup/featherduster,1114,2016-05-03,3671,37,3671,0.0,0.0,0.0,0.0,0
Sprytile/Sprytile,1113,2016-10-29,16200,258,16200,0.0,0.0,0.0333,0.0,0
burness/tensorflow-101,1111,2016-11-10,16013,128,16013,0.0,0.0,0.0,0.0,0
decalage2/ViperMonkey,1111,2016-09-25,27061,48,27061,0.0,0.0,0.0,0.0,0
gautamkrishnar/socli,1106,2016-06-21,1694,12,1694,0.0,0.0,0.0,0.0,0
PyCQA/flake8-bugbear,1105,2016-03-15,2064,3,2064,0.4795,0.7842,0.12,0.3957,0
redhat-performance/tuned,1105,2016-08-18,14437,134,14437,0.0,0.0,0.0,0.0,0
tmux-python/libtmux,1102,2016-05-22,5286,21,5286,1.0,1.0,0.74,1.0,37
MarvinTeichmann/tensorflow-fcn,1099,2016-05-27,1177,9,1177,0.0,0.0,0.0,0.0,0
traverseda/pycraft,1093,2016-04-07,1405,24,1405,0.0,0.0,0.0,0.0,0
platformio/platform-espressif32,1092,2016-10-21,3050,9,3050,0.0,0.0,0.0,0.0,0
OpenGeoscience/geonotebook,1091,2016-07-26,8094,27,8094,0.0,0.0,0.0,0.0,0
PyThaiNLP/pythainlp,1084,2016-06-23,20158,187,20158,0.7727,0.6914,0.013,0.662,2
RhinoSecurityLabs/Security-Research,1081,2016-11-03,2093,23,2093,0.0,0.0,0.0,0.0,0
hfaran/slack-export-viewer,1079,2016-02-26,1348,17,1348,0.0,0.0,0.0,0.0,0
sideeffects/GameDevelopmentToolset,1071,2016-01-29,1774,19,1774,0.0,0.0,0.0,0.0,0
jiesutd/YEDDA,1068,2016-01-08,2334,7,2334,0.0575,0.0548,0.0054,0.0548,0
ShivamSarodia/ShivyC,1065,2016-07-10,6126,41,6126,0.0,0.0,0.0,0.0,0
c0fec0de/anytree,1062,2016-08-27,3375,34,3375,0.0,0.0,0.0,0.0,0
pageauc/speed-camera,1061,2016-10-11,16507,63,16507,0.0,0.0,0.0,0.0,0
MatthieuCourbariaux/BinaryNet,1061,2016-02-07,1096,7,1096,0.0,0.0,0.0,0.0,0
deepmedic/deepmedic,1058,2016-04-26,6038,44,6038,0.0,0.0,0.0,0.0,0
Serchinastico/Kin,1058,2016-03-22,13663,8,13663,0.854,0.0,0.0,0.0,0
django-es/django-elasticsearch-dsl,1055,2016-08-22,1297,15,1297,0.0,0.0,0.0,0.0,0
the-useless-one/pywerview,1055,2016-07-06,3728,17,3728,0.0,0.0,0.0,0.0,0
ntasfi/PyGame-Learning-Environment,1053,2016-02-23,3820,31,3820,0.0,0.0,0.0,0.0,0
YuwenXiong/py-R-FCN,1048,2016-09-12,5024,48,5024,0.0,0.0,0.0,0.0,0
kblin/ncbi-genome-download,1041,2016-05-03,1301,10,1301,0.0,0.0114,0.0,0.0114,0
HatBoy/Pcap-Analyzer,1038,2016-08-10,1828,17,1828,0.0,0.0,0.0,0.0,0
cheshirekow/cmake_format,1036,2016-05-12,19051,105,19051,0.0,0.0,0.0,0.0,0
dhylands/rshell,1031,2016-01-04,3136,9,3136,0.0,0.0043,0.0,0.0043,0
genotrance/px,1029,2016-08-17,3598,15,3598,0.0,0.0,0.0,0.0,0
jwasham/code-catalog-python,1018,2016-11-13,4227,99,4227,0.0,0.0,0.0,0.0,0
farrokhi/dnsdiag,1007,2016-02-03,1583,7,1583,1.0,1.0,0.0621,1.0,15
hugsy/cemu,1004,2016-05-15,4054,37,4054,0.7244,0.5852,0.2574,0.5659,8
Yubico/yubikey-manager,1004,2016-07-04,17750,62,17750,0.3847,0.4531,0.083,0.4325,15
clr2of8/DPAT,998,2016-11-22,1665,2,1665,1.0,0.814,0.0638,0.814,0
graphql-python/graphene-sqlalchemy,991,2016-09-18,2476,11,2476,0.266,0.1802,0.0239,0.0698,44
3xp10it/xwaf,991,2016-03-10,2337,1,2337,0.0,0.0,0.0,0.0,0
xpleaf/Blog_mini,987,2016-02-10,1517,16,1517,0.0,0.0,0.0,0.0,0
fsspec/s3fs,977,2016-03-16,4770,8,4770,0.2222,0.3675,0.0468,0.3614,42
mottosso/Qt.py,969,2016-05-27,4010,8,4010,0.0849,0.0205,0.0063,0.0205,0
aploium/shootback,968,2016-04-28,1153,4,1153,0.0,0.0,0.0,0.0,0
python-attrs/cattrs,958,2016-08-28,5567,53,5567,0.7401,0.786,0.2034,0.6488,190
VLSIDA/OpenRAM,956,2016-11-02,56086,368,56086,0.0004,0.0005,0.0,0.0005,0
whitesmith/hawkpost,955,2016-04-02,2645,63,2645,0.0,0.0,0.0,0.0,0
in-toto/in-toto,954,2016-05-24,5292,23,5292,0.0833,0.0649,0.0172,0.0649,3
scwuaptx/Pwngdb,953,2016-02-26,3850,9,3850,0.0,0.0,0.0,0.0,0
python/pyperformance,953,2016-08-17,4014,20,4014,0.0,0.0,0.0,0.0,0
BitcoinExchangeFH/BitcoinExchangeFH,953,2016-10-24,1535,19,1535,0.0,0.0,0.0,0.0,0
laszukdawid/PyEMD,952,2016-08-09,3504,15,3504,0.4658,0.4741,0.0016,0.4138,0
ndee85/coa_tools,947,2016-03-06,12588,40,12588,0.0,0.0,0.08,0.0,0
ProjectQ-Framework/ProjectQ,947,2016-12-28,30422,222,30422,0.0,0.0,0.0,0.0,0
halcy/Mastodon.py,943,2016-11-23,10919,36,10919,0.8158,0.6732,0.76,0.6564,5
flyyufelix/cnn_finetune,941,2016-10-12,1722,15,1722,0.0,0.0,0.0,0.0,0
ysde/grafana-backup-tool,938,2016-05-12,2862,64,2862,0.0,0.0048,0.0,0.0,0
dpressel/rude-carnie,938,2016-11-10,1621,12,1621,0.0,0.0,0.0,0.0,0
hzy46/fast-neural-style-tensorflow,932,2016-12-15,6374,41,6374,0.0,0.0,0.0,0.0,0
practical-recommender-systems/moviegeek,931,2016-05-17,3265,59,3265,0.0,0.0,0.0,0.0,0
pallets-eco/flask-caching,931,2016-07-04,1791,15,1791,0.1731,0.2788,0.0,0.1058,8
keunwoochoi/kapre,929,2016-12-14,2373,10,2373,0.2311,0.3077,0.0041,0.3077,10
AppDaemon/appdaemon,927,2016-07-13,20192,104,20192,0.6224,0.4473,0.35,0.4099,212
pavelliavonau/cmakeconverter,924,2016-05-23,6279,27,6279,0.0,0.0,0.0,0.0,0
stanfordnmbl/osim-rl,924,2016-10-15,1969,26,1969,0.0,0.0,0.0,0.0,0
ropnop/windapsearch,923,2016-08-10,1340,2,1340,0.0,0.0,0.0,0.0,0
Yam-cn/pyalgotrade-cn,922,2016-01-24,24091,200,24091,0.0,0.0,0.0,0.0,0
MarvinTeichmann/KittiSeg,921,2016-04-21,2368,18,2368,0.0,0.0,0.0,0.0,0
AzureAD/microsoft-authentication-library-for-python,921,2016-09-02,6367,33,6367,0.0126,0.0083,0.0,0.0,0
andrey-pohilko/registry-cli,921,2016-10-15,1391,2,1391,0.0,0.0,0.0,0.0,0
rsheftel/pandas_market_calendars,916,2016-12-07,11908,44,11908,0.2868,0.0805,0.0,0.0436,1
RedBalloonShenanigans/MonitorDarkly,914,2016-06-19,1161,19,1161,0.0,0.0,0.0,0.0,0
stanislav-web/OpenDoor,911,2016-08-01,6087,94,6087,0.0,0.0,0.0,0.0,0
zake7749/Chatbot,904,2016-08-05,2759,56,2759,0.0,0.0,0.0,0.0,0
metapensiero/metapensiero.pj,904,2016-02-20,3788,33,3788,0.0,0.0,0.0,0.0,0
FPGAwars/apio,903,2016-02-09,9669,69,9669,0.8458,0.557,0.1647,0.5263,13
hellock/icrawler,903,2016-03-19,2162,25,2162,0.0096,0.0,0.0,0.0,0
aws-solutions/aws-waf-security-automations,900,2016-09-22,3700,45,3700,0.125,0.2,0.019,0.1952,6
kieferk/dfply,899,2016-09-20,1654,15,1654,0.0,0.0,0.0,0.0,0
yangpeng14/DevOps,897,2016-07-18,1627,13,1627,0.0,0.0,0.0,0.0,0
fabfuel/ecs-deploy,896,2016-02-11,2081,6,2081,0.0,0.0,0.0,0.0,0
python-social-auth/social-core,895,2016-08-28,12522,210,12522,0.1596,0.2095,0.0148,0.1352,99
somewacko/deconvfaces,891,2016-04-27,1177,6,1177,0.0,0.0,0.0,0.0,0
Guanghan/ROLO,890,2016-07-22,8936,43,8936,0.0,0.0,0.0,0.0,0
flozz/rivalcfg,890,2016-03-28,6623,60,6623,0.0,0.0,0.0,0.0,0
vxgmichel/aiostream,886,2016-08-04,2141,15,2141,1.0,0.9937,0.1,0.9937,9
psf/pyperf,882,2016-06-01,5837,22,5837,0.0,0.0,0.0,0.0,0
CharlesShang/TFFRCNN,874,2016-10-19,13424,81,13424,0.0,0.0,0.0,0.0,0
ysrc/GourdScanV2,872,2016-10-10,1322,19,1322,0.0,0.0,0.0,0.0,0
ITCoders/Human-detection-and-Tracking,871,2016-05-05,1479,39,1479,0.0,0.0,0.0,0.0,0
insecurityofthings/jackit,868,2016-07-01,2732,14,2732,0.0,0.0,0.0,0.0,0
thombashi/sqlitebiter,867,2016-05-04,2220,22,2220,0.9897,1.0,0.0201,0.9794,13
kundajelab/deeplift,865,2016-06-01,2976,17,2976,0.0,0.0,0.0,0.0,0
WayneDW/Sentiment-Analysis-in-Event-Driven-Stock-Price-Movement-Prediction,857,2016-11-21,2194,27,2194,0.0,0.0,0.0,0.0,0
YerevaNN/mimic3-benchmarks,857,2016-09-08,5345,61,5345,0.0,0.0,0.0,0.0,0
opsdroid/opsdroid,857,2016-07-23,13957,104,13957,0.1888,0.1252,0.0365,0.1156,47
googleapis/google-auth-library-python,855,2016-09-26,18792,110,18792,0.0505,0.0351,0.0146,0.0268,10
platomav/MCExtractor,854,2016-08-20,1547,1,1547,0.0,0.0,0.0,0.0,0
dabeaz/sly,853,2016-09-02,1726,5,1726,0.0,0.0,0.0,0.0,0
pywren/pywren,852,2016-10-03,4863,35,4863,0.0,0.0,0.0,0.0,0
anatolikalysch/VMAttack,852,2016-09-14,7659,43,7659,0.0,0.0,0.0,0.0,0
guyzmo/git-repo,850,2016-03-26,2738,16,2738,0.0,0.0,0.0,0.0,0
ahmadfaizalbh/Chatbot,846,2016-06-01,1337,8,1337,0.0,0.0,0.0,0.0,0
Nekmo/amazon-dash,845,2016-11-16,1762,16,1762,0.0065,0.0,0.0,0.0,0
csuldw/MachineLearning,841,2016-02-20,2600,33,2600,0.0046,0.0,0.0,0.0,0
thombashi/tcconfig,840,2016-01-17,4167,38,4167,0.1773,0.1032,0.0823,0.0961,0
pypa/get-pip,840,2016-01-20,243593,20,243593,0.1957,0.0952,0.0018,0.0952,0
titu1994/Image-Super-Resolution,839,2016-06-24,1244,5,1244,0.0104,0.0308,0.0,0.0,0
partho-maple/coding-interview-gym,838,2016-10-02,16144,512,16144,0.0041,0.0059,0.0,0.0059,0
DhanushNehru/Python-Scripts,838,2016-10-20,20616,199,20616,0.0672,0.0165,0.0,0.0165,0
soynatan/django-easy-audit,823,2016-10-23,1943,38,1943,0.0794,0.1268,0.0,0.1127,0
deepgram/kur,823,2016-11-19,15911,125,15911,0.0,0.0,0.0,0.0,0
Louis-me/appiumn_auto,822,2016-09-05,1634,45,1634,0.0,0.0,0.0,0.0,0
dlenski/vpn-slice,808,2016-05-29,1121,11,1121,0.0,0.0,0.0,0.0,0
donnemartin/viz,807,2016-01-01,1115,17,1115,0.0,0.0,0.0,0.0,0
ergonomica/ergonomica,806,2016-11-08,3352,66,3352,0.0,0.0,0.0,0.0,0
peterhinch/micropython-async,806,2016-12-06,4613,76,4613,0.0067,0.0023,0.0,0.0023,0
JoinMarket-Org/joinmarket-clientserver,804,2016-11-22,25770,83,25770,0.1839,0.1936,0.0019,0.1853,19
grimm-co/NotQuite0DayFriday,803,2016-11-12,5050,22,5050,0.0,0.0,0.0,0.0,0
EdinburghNLP/nematus,803,2016-04-26,8225,64,8225,0.0,0.0,0.0,0.0,0
shiyanhui/Young,801,2016-09-01,7746,82,7746,0.0,0.0,0.0,0.0,0
DeepRNN/image_captioning,799,2016-09-29,2103,26,2103,0.0,0.0,0.0,0.0,0
NetEaseGame/iOS-private-api-checker,797,2016-09-14,15709,87,15709,0.0,0.0,0.0,0.0,0
gamenet/redis-memory-analyzer,790,2016-01-26,1376,25,1376,0.0,0.0,0.0,0.0,0
xtrinch/fcm-django,790,2016-08-05,1198,24,1198,0.2727,0.1964,0.0625,0.0893,0
ikvk/imap_tools,788,2016-11-17,1590,11,1590,0.6318,0.7595,0.0047,0.5696,9
hidasib/GRU4Rec,785,2016-04-07,2445,20,2445,0.0,0.0,0.0,0.0,0
phith0n/mooder,782,2016-10-14,2576,82,2576,0.0,0.0,0.0,0.0,0
spMohanty/PlantVillage-Dataset,777,2016-08-03,1202,9,1202,0.0,0.0,0.0,0.0,0
ayushoriginal/Sentiment-Analysis-Twitter,776,2016-10-20,1061,9,1061,0.0,0.0,0.0,0.0,0
jwkvam/bowtie,767,2016-04-17,2934,17,2934,0.5781,0.5039,0.084,0.4609,11
farizrahman4u/recurrentshop,765,2016-09-21,1491,10,1491,0.0,0.0,0.0,0.0,0
zhreshold/mxnet-ssd,764,2016-09-28,12926,52,12926,0.0,0.0,0.0,0.0,0
dodger487/dplython,761,2016-02-23,1972,6,1972,0.0,0.0,0.0,0.0,0
ctxis/CAPE,759,2016-09-16,102598,797,102598,0.0,0.0,0.0,0.0,0
celery/django-celery-results,758,2016-08-05,3284,46,3284,0.0,0.0,0.0,0.0,0
Genetic-Malware/Ebowla,757,2016-04-07,5372,46,5372,0.0,0.0,0.0,0.0,0
dmort27/epitran,755,2016-04-13,2061,39,2061,0.9301,0.9241,0.0524,0.8924,10
SeaHOH/GotoX,754,2016-10-18,11645,38,11645,0.0,0.0,0.0,0.0,0
openeventdata/mordecai,753,2016-06-23,1510,6,1510,0.0,0.0,0.0,0.0,0
nccgroup/ABPTTS,752,2016-07-29,1448,3,1448,0.0,0.0,0.0,0.0,0
aio-libs/aiomonitor,751,2016-12-05,2122,16,2122,0.8447,0.8583,0.351,0.8333,16
ShuangLI59/person_search,750,2016-04-06,2735,36,2735,0.0,0.0,0.0,0.0,0
dyelax/Adversarial_Video_Generation,744,2016-08-12,1441,11,1441,0.0,0.0,0.0,0.0,0
HearthSim/UnityPack,743,2016-01-03,1659,25,1659,0.0,0.0923,0.0,0.0846,0
BichenWuUCB/squeezeDet,743,2016-12-09,3015,26,3015,0.0,0.0,0.0,0.0,0
kyuupichan/electrumx,741,2016-10-08,5474,26,5474,0.0,0.0,0.0,0.0,0
bakwc/PySyncObj,737,2016-01-25,5580,27,5580,0.0,0.0,0.0,0.0,0
h2non/filetype.py,736,2016-06-18,2139,17,2139,0.0,0.0,0.0,0.0,0
bethesirius/ChosunTruck,735,2016-07-04,4479,28,4479,0.0,0.0,0.0,0.0,0
LiuXingMing/QQSpider,734,2016-02-28,1847,19,1847,0.0,0.0,0.0,0.0,0
mda590/cloudping.co,733,2016-12-30,1063,11,1063,0.0426,0.0204,0.0,0.0204,0
paulbrodersen/netgraph,733,2016-10-04,6625,17,6625,0.0,0.0,0.0,0.0,0
MarkWuNLP/MultiTurnResponseSelection,731,2016-11-29,2469,12,2469,0.0,0.0,0.0,0.0,0
hhstore/annotated-py-projects,730,2016-01-27,45442,697,45442,0.7841,0.4466,0.3901,0.446,723
orbingol/NURBS-Python,727,2016-05-05,14413,44,14413,0.0018,0.0,0.0,0.0,0
tweekmonster/tmux2html,726,2016-03-30,1083,7,1083,0.0,0.0,0.0,0.0,0
angr/angrop,725,2016-06-23,4916,23,4916,0.0193,0.021,0.0358,0.006,0
openai/imitation,725,2016-06-10,2877,21,2877,0.0,0.0,0.0,0.0,0
heuer/segno,724,2016-08-04,5522,10,5522,0.0,0.0,0.0,0.0,0
neverhood311/Stop-motion-OBJ,723,2016-06-14,1642,4,1642,0.0,0.0,0.1617,0.0,0
sisl/MADRL,722,2016-07-01,8229,76,8229,0.0,0.0,0.0,0.0,0
brmson/dataset-sts,721,2016-01-21,4277,44,4277,0.0,0.0,0.0,0.0,0
MarkBaggett/srum-dump,721,2016-08-16,3430,13,3430,0.2155,0.0496,0.0016,0.0496,3
codeshold/ddos-dos-tools,720,2016-10-13,1131,12,1131,0.0,0.0,0.0,0.0,0
google/mobly,715,2016-11-07,10231,52,10231,0.032,0.0386,0.0117,0.0185,0
holoviz/colorcet,714,2016-11-07,27746,7,27746,0.7059,0.7188,0.0093,0.7188,17
alltheplaces/alltheplaces,711,2016-06-15,145964,4512,145964,0.4823,0.406,0.0054,0.3933,1471
anki/cozmo-python-sdk,711,2016-10-14,9826,31,9826,0.0124,0.0,0.0,0.0,0
titu1994/DenseNet,710,2016-11-08,1231,11,1231,0.0,0.0,0.0,0.0,0
marshmallow-code/flask-smorest,709,2016-09-06,1753,14,1753,0.0,0.0,0.0,0.0,0
dragonchain/dragonchain,704,2016-08-22,18315,142,18315,0.4407,0.459,0.0174,0.4262,169
CalebBell/thermo,703,2016-07-01,106110,89,106110,0.0,0.0005,0.0,0.0,0
davidfraser/pyan,702,2016-01-20,2626,11,2626,0.109,0.0181,0.0,0.0181,1
qpsolvers/qpsolvers,701,2016-07-17,7291,42,7291,0.8877,0.8763,0.1209,0.3814,9
tableau/server-client-python,699,2016-06-28,19237,106,19237,0.5996,0.6212,0.1315,0.5706,25
quora/asynq,698,2016-07-11,2687,17,2687,0.0032,0.0182,0.0037,0.0036,5
vecxoz/vecstack,698,2016-11-08,1334,4,1334,0.0,0.0,0.0,0.0,0
kibitzr/kibitzr,697,2016-08-26,2695,50,2695,0.0076,0.0,0.0,0.0,0
jcass77/django-apscheduler,697,2016-07-07,1032,17,1032,0.4082,0.2326,0.0,0.1628,0
hyperledger/indy-node,696,2016-12-21,14125,192,14125,0.2572,0.1212,0.0007,0.0691,9
Mage2Gen/Mage2Gen,694,2016-05-18,9165,43,9165,0.0,0.0,0.0,0.0,0
dwolfhub/zxcvbn-python,691,2016-11-17,1069,9,1069,0.0,0.0,0.0,0.0,0
snowflakedb/snowflake-connector-python,691,2016-06-29,39449,162,39449,0.772,0.7758,0.1277,0.6961,273
1200wd/bitcoinlib,689,2016-02-17,17766,51,17766,0.0,0.0,0.0075,0.0,0
cisagov/pshtt,687,2016-07-05,1693,9,1693,0.0,0.0,0.0043,0.0,0
pseudo-lang/pseudo,687,2016-03-07,4795,48,4795,0.0,0.0,0.0,0.0,0
aws/aws-iot-device-sdk-python,687,2016-06-08,7453,53,7453,0.0013,0.0,0.0,0.0,0
mechatroner/rainbow_csv,685,2016-03-07,2653,11,2653,0.0,0.0,0.0,0.0,0
ishikota/PyPokerEngine,684,2016-06-05,2028,26,2028,0.0,0.0,0.0,0.0,0
pallets-eco/flask-security,684,2016-04-19,11348,38,11348,0.6026,0.5118,0.1832,0.5118,131
davidfoerster/aptsources-cleanup,681,2016-08-01,2605,24,2605,0.0,0.0,0.0,0.0,0
ottokart/punctuator2,680,2016-03-23,1122,9,1122,0.0,0.0,0.0,0.0,0
cmusphinx/g2p-seq2seq,679,2016-04-25,1494,8,1494,0.0,0.0,0.0,0.0,0
davydany/sultan,676,2016-08-30,1150,19,1150,0.0,0.0,0.0,0.0,0
dmroeder/pylogix,671,2016-07-22,4466,11,4466,0.0,0.0,0.0,0.0,0
ijkguo/mx-rcnn,670,2016-05-16,2128,20,2128,0.0065,0.0,0.0,0.0,0
zqfang/GSEApy,664,2016-01-09,6677,16,6677,0.7283,0.2422,0.0,0.1973,6
python-cmd2/cmd2,661,2016-02-10,9263,22,9263,1.0,1.0,0.1027,1.0,86
Edinburgh-Genome-Foundry/DnaFeaturesViewer,659,2016-09-20,1939,18,1939,0.0,0.0,0.0,0.0,0
CorralPeltzer/newTrackon,659,2016-11-01,1249,11,1249,0.1882,0.1548,0.0352,0.1548,3
yandex/pgmigrate,658,2016-10-02,1104,20,1104,0.0,0.0,0.0,0.0,0
bukson/steampy,655,2016-07-31,1177,11,1177,0.9255,0.9238,0.006,0.8762,0
chrismaddalena/ODIN,654,2016-05-26,5193,22,5193,0.0,0.0,0.0,0.0,0
OpenMDAO/OpenMDAO,653,2016-08-25,99162,327,99162,0.002,0.0015,0.0002,0.001,0
angr/rex,651,2016-08-20,8313,81,8313,0.0052,0.0027,0.0007,0.0027,0
vstinner/hachoir,651,2016-10-01,52960,273,52960,0.0004,0.0,0.0,0.0,0
openwisp/openwisp-controller,651,2016-12-27,16111,216,16111,0.0011,0.0,0.0,0.0,0
aurora95/Keras-FCN,650,2016-10-20,1489,14,1489,0.0,0.0,0.0,0.0,0
NoneGG/aredis,647,2016-12-16,6758,34,6758,0.0325,0.0277,0.0,0.0156,0
nix-community/vulnix,647,2016-06-27,1393,11,1393,0.0,0.0,0.0,0.0,0
oduwsdl/ipwb,646,2016-03-04,1751,10,1751,0.0602,0.0606,0.0021,0.0606,0
pannous/tensorflow-ocr,646,2016-11-01,2801,27,2801,0.0,0.0,0.0,0.0,0
darryllane/Bluto,645,2016-07-02,2005,10,2005,0.0,0.0,0.0,0.0,0
pandolia/tinyc,645,2016-05-08,1535,6,1535,0.0,0.0,0.0,0.0,0
joschu/modular_rl,638,2016-04-25,1588,17,1588,0.0,0.0,0.0,0.0,0
