repo,stars,created_at,loc_full,files_scanned,loc_scanned,sig_cov,ret_cov,var_cov,fully_annotated_ratio,any_count_total
CGATOxford/UMI-tools,527,2015-03-06,5851,20,5851,0.0,0.0,0.0,0.0,0
Kinect/PyKinect2,527,2015-02-09,1770,4,1770,0.0,0.0,0.0,0.0,0
astro-pi/python-sense-hat,527,2015-02-12,1317,6,1317,0.0,0.0,0.0,0.0,0
trehn/termtrack,525,2015-01-26,1577,12,1577,0.0,0.0,0.0,0.0,0
mrachinskiy/jewelcraft,523,2015-05-10,7507,73,7507,0.4283,0.4665,0.1739,0.358,3
puddletag/puddletag,520,2015-05-09,25399,96,25399,0.0125,0.0097,0.0,0.0087,1
peterhinch/micropython-samples,519,2015-11-29,5486,75,5486,0.0506,0.0168,0.0094,0.0151,0
SekoiaLab/Fastir_Collector,518,2015-10-23,8146,130,8146,0.0,0.0,0.0,0.0,0
CuriousAI/ladder,518,2015-07-07,1374,5,1374,0.0,0.0,0.0,0.0,0
TadaSoftware/PyNFe,515,2015-07-09,35212,51,35212,0.0561,0.0047,0.0009,0.0,1
phantomcyber/playbooks,515,2015-08-31,32688,210,32688,0.0,0.0047,0.0,0.0,0
jantman/awslimitchecker,514,2015-06-06,10975,51,10975,0.0,0.0,0.0,0.0,0
SkyLined/BugId,514,2015-08-19,3815,54,3815,0.0,0.0,0.0,0.0,0
werwolfby/monitorrent,513,2015-07-17,6949,65,6949,0.0089,0.0014,0.0027,0.0014,0
brianwrf/hackUtils,512,2015-07-02,4433,10,4433,0.0,0.0,0.0,0.0,0
Sohl-Dickstein/Diffusion-Probabilistic-Models,512,2015-05-16,1014,8,1014,0.0,0.0,0.0,0.0,0
adafruit/pi_video_looper,510,2015-02-11,1124,13,1124,0.1011,0.0093,0.0,0.0,0
intrig-unicamp/mininet-wifi,505,2015-05-03,18456,93,18456,0.0,0.0,0.0,0.0,0
tmadl/semisup-learn,505,2015-07-26,1304,8,1304,0.0,0.0,0.0,0.0,0
mailgyc/doudizhu,504,2015-06-22,2865,27,2865,0.3828,0.3255,0.039,0.2863,12
rackslab/Slurm-web,503,2015-02-27,4016,37,4016,0.5603,0.1014,0.0,0.0761,7
meeb/django-distill,502,2015-04-22,1255,16,1255,0.0,0.0,0.0,0.0,0
engarde-dev/engarde,502,2015-06-21,1969,7,1969,0.0,0.0,0.0,0.0,0
trufont/trufont,498,2015-10-11,25327,90,25327,0.0,0.0,0.0,0.0,0
caserec/CaseRecommender,498,2015-11-12,5524,50,5524,0.0,0.0,0.0,0.0,0
npcole/npyscreen,497,2015-05-05,10095,146,10095,0.0,0.0,0.0,0.0,0
commenthol/gdal2tiles-leaflet,495,2015-01-31,4269,3,4269,0.0,0.0,0.0,0.0,0
osrf/rosbook,493,2015-10-15,1515,60,1515,0.0,0.0,0.0,0.0,0
python-constraint/python-constraint,490,2015-10-04,2590,8,2590,0.7597,0.1774,0.0496,0.1694,0
ufora/ufora,490,2015-10-27,47958,455,47958,0.0,0.0,0.0,0.0,0
automl/RoBO,490,2015-03-27,6138,76,6138,0.0017,0.0045,0.0,0.0045,0
buguroo/pyknow,489,2015-06-01,2118,28,2118,0.0,0.0,0.0,0.0,0
mewo2/deserts,489,2015-12-01,1648,7,1648,0.0,0.0,0.0,0.0,0
ottogroup/palladium,488,2015-03-30,2505,14,2505,0.0,0.0,0.0,0.0,0
NiklasRosenstein/pydoc-markdown,488,2015-08-11,2880,32,2880,0.8631,0.8418,0.4909,0.8265,21
albertbup/deep-belief-network,488,2015-07-13,1298,11,1298,0.0,0.0,0.0,0.0,0
tomslee/airbnb-data-collection,486,2015-08-09,4053,11,4053,0.0,0.0,0.0,0.0,0
LTD-Beget/sprutio,480,2015-12-16,3964,207,3964,0.0,0.0,0.0,0.0,0
vxgmichel/aioconsole,478,2015-10-18,1111,11,1111,0.0604,0.0103,0.0,0.0103,0
readthedocs/sphinx-autoapi,478,2015-05-29,2485,10,2485,0.2029,0.3273,0.0567,0.3212,1
openaps/openaps,476,2015-04-12,2659,50,2659,0.0,0.0,0.0,0.0,0
hasherezade/ida_ifl,476,2015-09-22,1158,1,1158,0.5522,0.9065,0.0,0.6542,21
mebusy/notes,476,2015-07-28,1114,15,1114,0.0,0.0,0.0,0.0,0
Opentrons/opentrons,475,2015-07-06,409625,2135,409625,0.8532,0.8586,0.1769,0.8556,843
donlnz/nonconformist,472,2015-03-16,1656,9,1656,0.0,0.0,0.0,0.0,0
tarekziade/molotov,471,2015-05-04,2037,22,2037,0.0083,0.005,0.0096,0.005,0
spatialaudio/nbsphinx,470,2015-11-17,1899,5,1899,0.0,0.0,0.0,0.0,0
alecalve/python-bitcoin-blockchain-parser,469,2015-11-06,1163,14,1163,0.0,0.0,0.0,0.0,0
TUDelft-CNS-ATM/bluesky,468,2015-04-01,25087,182,25087,0.1099,0.0149,0.0153,0.0088,2
pyupio/pyup,468,2015-12-10,1969,15,1969,0.0,0.0,0.0,0.0,0
latchset/jwcrypto,466,2015-03-04,7159,10,7159,0.0,0.0,0.0,0.0,0
cbrownley/foundations-for-analytics-with-python,466,2015-11-05,1911,68,1911,0.0,0.0,0.0,0.0,0
angr/cle,466,2015-05-27,14339,91,14339,0.2437,0.1715,0.0753,0.1415,7
jma127/pyltr,464,2015-08-17,1384,21,1384,0.0,0.0,0.0,0.0,0
JPCERTCC/aa-tools,463,2015-10-28,2548,15,2548,0.0,0.0,0.0,0.0,0
attardi/deepnl,463,2015-03-25,2731,21,2731,0.0,0.0,0.0,0.0,0
pyannote/pyannote-video,462,2015-10-09,3051,18,3051,0.0,0.0,0.0,0.0,0
VingtCinq/python-mailchimp,462,2015-09-10,6395,81,6395,0.0,0.0,0.0,0.0,0
CENSUS/shadow,460,2015-06-15,2956,10,2956,0.0,0.0,0.0,0.0,0
Atrides/eth-proxy,459,2015-10-12,1809,27,1809,0.0,0.0,0.0,0.0,0
hasherezade/malware_analysis,459,2015-10-30,1734,18,1734,0.0,0.0,0.0,0.0,0
gmission/gmission,458,2015-11-09,2432,57,2432,0.0,0.0,0.0,0.0,0
ActiDoo/gamification-engine,454,2015-03-02,6738,64,6738,0.0,0.0,0.0,0.0,0
computationalmodelling/nbval,453,2015-04-09,1238,14,1238,0.0,0.0,0.0,0.0,0
internetarchive/openlibrary-client,452,2015-04-20,1651,9,1651,0.1,0.1466,0.0339,0.1034,4
DigitalSlideArchive/HistomicsTK,452,2015-10-15,13904,132,13904,0.0,0.0,0.0,0.0,0
jupyter/jupyter_client,450,2015-04-09,7212,38,7212,1.0,0.9979,0.087,0.9979,254
censys/censys-python,450,2015-09-24,4752,48,4752,0.8877,0.6286,0.0885,0.5476,23
qiueer/zabbix,449,2015-12-10,5044,43,5044,0.0,0.0,0.0,0.0,0
tatanus/SPF,448,2015-05-15,2920,20,2920,0.0,0.0,0.0,0.0,0
CiscoDevNet/yang-explorer,448,2015-09-18,4060,37,4060,0.0,0.0,0.0,0.0,0
python-xlib/python-xlib,448,2015-12-04,13712,69,13712,0.0,0.0,0.0,0.0,0
r9y9/pysptk,447,2015-08-30,3063,6,3063,0.0,0.0,0.0,0.0,0
lightos/credmap,447,2015-11-12,1369,9,1369,0.0,0.0,0.0,0.0,0
ej2/python-quickbooks,447,2015-07-22,26780,54,26780,0.0,0.0035,0.0,0.0035,0
aliyun/aliyun-odps-python-sdk,446,2015-10-30,83194,348,83194,0.007,0.0101,0.0007,0.0099,0
LudovicRousseau/pyscard,446,2015-06-16,5282,54,5282,0.0695,0.1437,0.0378,0.1437,5
enjoy-digital/litedram,445,2015-02-22,16256,66,16256,0.0229,0.0,0.0043,0.0,0
andersbll/autoencoding_beyond_pixels,444,2015-11-18,1860,22,1860,0.0,0.0,0.0,0.0,0
ev3dev/ev3dev-lang-python,444,2015-10-03,6579,34,6579,0.0,0.0,0.0,0.0,0
Jatana/FastOlympicCoding,441,2015-12-30,3157,18,3157,0.0,0.0,0.0,0.0,0
libtcod/python-tcod,441,2015-03-14,17849,38,17849,1.0,1.0,0.0563,1.0,259
robcarver17/systematictradingexamples,441,2015-09-30,6489,50,6489,0.0,0.0,0.0,0.0,0
mordred-descriptor/mordred,441,2015-12-31,6640,76,6640,0.0,0.0,0.0,0.0,0
box/box-python-sdk,441,2015-02-06,10477,106,10477,0.9347,0.811,0.0258,0.7898,109
DimaKudosh/pydfs-lineup-optimizer,439,2015-12-14,3652,55,3652,0.7208,0.4045,0.0123,0.3916,9
kudkudak/word-embeddings-benchmarks,439,2015-11-21,3111,20,3111,0.0,0.0,0.0,0.0,0
owenzhang/kaggle-avazu,438,2015-02-24,1110,9,1110,0.0,0.0,0.0,0.0,0
lilydjwg/morerssplz,435,2015-11-11,1843,12,1843,0.0165,0.0,0.0,0.0,0
recipy/recipy,435,2015-03-27,5045,61,5045,0.0,0.0,0.0,0.0,0
scott-griffiths/bitstring,435,2015-04-11,5292,21,5292,0.905,0.8772,0.0455,0.8292,28
Fortran-FOSS-Programmers/ford,434,2015-01-03,7515,23,7515,0.527,0.3046,0.2637,0.2874,8
jbms/beancount-import,432,2015-12-14,16361,64,16361,0.7074,0.4611,0.0674,0.3892,15
funkandwagnalls/ranger,432,2015-07-13,4699,1,4699,0.0,0.0,0.0,0.0,0
spyder-ide/qtconsole,430,2015-04-09,7296,33,7296,0.0,0.0,0.0,0.0,0
bpsmith/tia,428,2015-01-19,7034,36,7034,0.0,0.0,0.0,0.0,0
vertexproject/synapse,426,2015-06-10,100091,296,100091,0.045,0.03,0.0024,0.0253,24
mengskysama/shadowsocks-rm,424,2015-10-26,3309,21,3309,0.0,0.0,0.0,0.0,0
etianen/django-python3-ldap,424,2015-01-14,1059,12,1059,0.0,0.0,0.0,0.0,0
zomux/deepy,423,2015-03-25,6819,110,6819,0.0,0.0,0.0,0.0,0
nservant/HiC-Pro,423,2015-01-30,2934,15,2934,0.0,0.0,0.0,0.0,0
rcbyron/hey-athena-client,421,2015-08-15,1375,40,1375,0.0,0.0,0.0,0.0,0
reubano/meza,420,2015-08-19,4798,12,4798,0.0,0.0,0.0,0.0,0
arrayfire/arrayfire-python,419,2015-06-17,10694,35,10694,0.0882,0.1586,0.0055,0.1586,6
wklken/py-patterns,417,2015-08-24,1250,24,1250,0.0,0.0,0.0,0.0,0
